id,filename,participant_id,room_id,device_placement_id,session_id,polar_position_id,distance,polar_angle,utterance_id,dov_angle,mic_channel,gp_max_val_std,gp_max_val_range,gp_max_val_min,gp_max_val_max,gp_max_val_mean,gp_max_ix_std,gp_max_ix_range,gp_max_ix_min,gp_max_ix_max,gp_max_ix_mean,gp_auc_std,gp_auc_range,gp_auc_min,gp_auc_max,gp_auc_mean,tdoa_std,tdoa_range,tdoa_min,tdoa_max,tdoa_mean
10,recording1_90_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording1,90,0,0.073809,0.18357,0.4035,0.58707,0.47564,6.455e-05,0.000125,-0.000125,0,-8.3333e-05,1.4858e-06,3.8459e-06,2.1378e-05,2.5224e-05,2.3207e-05,6.455e-05,0.000125,-0.000125,0,-8.3333e-05
11,recording1_135_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording1,135,0,0.028205,0.080199,0.24326,0.32346,0.28038,5.5902e-05,0.000125,-0.000125,0,-6.25e-05,2.2552e-06,5.4903e-06,1.749e-05,2.298e-05,2.0379e-05,5.5902e-05,0.000125,-0.000125,0,-6.25e-05
12,recording1_180_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording1,180,0,0.044516,0.099653,0.26126,0.36092,0.30166,6.145e-05,0.000125,-0.000125,0,-7.2917e-05,1.8635e-06,5.0463e-06,1.7388e-05,2.2434e-05,2.0809e-05,6.145e-05,0.000125,-0.000125,0,-7.2917e-05
13,recording1_225_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording1,225,0,0.050545,0.12837,0.34155,0.46991,0.40106,6.8465e-05,0.0001875,-0.000125,6.25e-05,-6.25e-05,2.0532e-06,4.6966e-06,2.1122e-05,2.5818e-05,2.3231e-05,6.8465e-05,0.0001875,-0.000125,6.25e-05,-6.25e-05
14,recording1_270_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording1,270,0,0.041966,0.094238,0.39711,0.49135,0.4455,6.8465e-05,0.0001875,-0.000125,6.25e-05,-6.25e-05,1.6503e-06,4.0229e-06,2.0959e-05,2.4982e-05,2.3213e-05,6.8465e-05,0.0001875,-0.000125,6.25e-05,-6.25e-05
15,recording1_315_0.wav,s1,upstairs,wall,trial1,A0,1,0,recording1,315,0,0.0638,0.18,0.47113,0.65112,0.56566,6.145e-05,0.000125,-0.000125,0,-7.2917e-05,4.003e-06,1.0309e-05,2.105e-05,3.1359e-05,2.5733e-05,6.145e-05,0.000125,-0.000125,0,-7.2917e-05
16,recording0_0_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording0,0,0,0.060263,0.1738,0.60272,0.77652,0.71889,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05,2.9801e-06,7.3659e-06,2.4144e-05,3.151e-05,2.763e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05
17,recording0_45_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording0,45,0,0.066833,0.18846,0.56701,0.75548,0.67793,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05,3.0218e-06,8.047e-06,2.1511e-05,2.9558e-05,2.5192e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05
18,recording0_90_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording0,90,0,0.064883,0.17646,0.3431,0.51956,0.46647,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05,1.2318e-06,3.7192e-06,1.8008e-05,2.1727e-05,1.9874e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05
19,recording0_135_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording0,135,0,0.075963,0.17795,0.2148,0.39275,0.28812,6.455e-05,0.0001875,-0.000125,6.25e-05,-2.0833e-05,2.264e-06,6.2625e-06,1.4539e-05,2.0801e-05,1.8931e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-2.0833e-05
20,recording0_180_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording0,180,0,0.03995,0.10325,0.22439,0.32764,0.27153,5.1031e-05,0.000125,-0.000125,0,-2.0833e-05,2.6706e-06,7.032e-06,1.4687e-05,2.1719e-05,1.9667e-05,5.1031e-05,0.000125,-0.000125,0,-2.0833e-05
21,recording0_225_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording0,225,0,0.064399,0.15503,0.2344,0.38943,0.29559,4.7048e-05,0.000125,-0.000125,0,-5.2083e-05,1.4975e-06,4.2536e-06,1.6488e-05,2.0742e-05,1.8991e-05,4.7048e-05,0.000125,-0.000125,0,-5.2083e-05
22,recording0_270_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording0,270,0,0.061895,0.16929,0.37355,0.54284,0.45264,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05,2.5395e-06,7.13e-06,1.9707e-05,2.6837e-05,2.2721e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05
23,recording0_315_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording0,315,0,0.068207,0.19416,0.52608,0.72024,0.62812,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05,3.5568e-06,8.0192e-06,2.1858e-05,2.9877e-05,2.5945e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05
24,recording1_0_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording1,0,0,0.054034,0.16251,0.58228,0.74479,0.67865,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05,2.6822e-06,6.7994e-06,2.4055e-05,3.0854e-05,2.7058e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05
25,recording1_45_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording1,45,0,0.067651,0.19063,0.52283,0.71346,0.6276,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05,2.1752e-06,6.4419e-06,2.1218e-05,2.766e-05,2.4088e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05
26,recording1_90_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording1,90,0,0.054486,0.15046,0.34674,0.4972,0.44338,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05,1.0518e-06,3.1163e-06,1.9212e-05,2.2329e-05,2.0756e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05
27,recording1_135_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording1,135,0,0.073625,0.17041,0.23342,0.40383,0.29424,5.1031e-05,0.000125,-0.000125,0,-2.0833e-05,2.4028e-06,6.4091e-06,1.5434e-05,2.1843e-05,2.0128e-05,5.1031e-05,0.000125,-0.000125,0,-2.0833e-05
28,recording1_180_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording1,180,0,0.041405,0.10145,0.20698,0.30843,0.25779,5.1031e-05,0.000125,-0.000125,0,-2.0833e-05,1.747e-06,4.6838e-06,1.6921e-05,2.1605e-05,1.9971e-05,5.1031e-05,0.000125,-0.000125,0,-2.0833e-05
29,recording1_225_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording1,225,0,0.041604,0.092613,0.22922,0.32183,0.27063,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05,1.5578e-06,4.7962e-06,1.6594e-05,2.139e-05,1.9152e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05
30,recording1_270_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording1,270,0,0.054385,0.14352,0.3616,0.50512,0.42688,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05,2.4822e-06,6.6264e-06,1.9857e-05,2.6483e-05,2.247e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05
31,recording1_315_0.wav,s1,upstairs,wall,trial1,A1,1,45,recording1,315,0,0.050688,0.14816,0.5071,0.65526,0.57219,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05,2.9619e-06,8.2738e-06,2.0964e-05,2.9238e-05,2.5225e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05
32,recording0_0_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording0,0,0,0.17311,0.35886,0.50749,0.86635,0.63241,0.0001118,0.00025,-0.000125,0.000125,0,2.9802e-06,6.5846e-06,2.0273e-05,2.6858e-05,2.4045e-05,0.0001118,0.00025,-0.000125,0.000125,0
33,recording0_45_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording0,45,0,0.13546,0.32301,0.42304,0.74605,0.57011,0.00010013,0.00025,-0.000125,0.000125,1.0417e-05,2.9659e-06,7.4432e-06,2.0401e-05,2.7844e-05,2.3931e-05,0.00010013,0.00025,-0.000125,0.000125,1.0417e-05
34,recording0_90_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording0,90,0,0.09592,0.23688,0.30707,0.54395,0.41153,0.00010013,0.00025,-0.000125,0.000125,1.0417e-05,1.9759e-06,5.3e-06,1.6195e-05,2.1495e-05,2.0055e-05,0.00010013,0.00025,-0.000125,0.000125,1.0417e-05
35,recording0_135_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording0,135,0,0.059479,0.15843,0.17825,0.33668,0.26298,7.5691e-05,0.0001875,-6.25e-05,0.000125,2.0833e-05,1.649e-06,4.5071e-06,1.5827e-05,2.0334e-05,1.8702e-05,7.5691e-05,0.0001875,-6.25e-05,0.000125,2.0833e-05
36,recording0_180_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording0,180,0,0.093014,0.21222,0.17877,0.39099,0.27291,4.7048e-05,0.000125,-6.25e-05,6.25e-05,-1.0417e-05,9.0581e-07,2.0424e-06,1.7807e-05,1.985e-05,1.8903e-05,4.7048e-05,0.000125,-6.25e-05,6.25e-05,-1.0417e-05
37,recording0_225_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording0,225,0,0.11475,0.24697,0.2181,0.46507,0.31058,4.7048e-05,0.000125,-6.25e-05,6.25e-05,1.0417e-05,1.6883e-06,4.2829e-06,1.7597e-05,2.188e-05,1.9806e-05,4.7048e-05,0.000125,-6.25e-05,6.25e-05,1.0417e-05
38,recording0_270_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording0,270,0,0.15682,0.37795,0.31916,0.69711,0.49266,0.0001118,0.00025,-0.000125,0.000125,0,1.8267e-06,5.2145e-06,2.0146e-05,2.5361e-05,2.2632e-05,0.0001118,0.00025,-0.000125,0.000125,0
39,recording0_315_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording0,315,0,0.17082,0.41134,0.40801,0.81935,0.59064,0.0001118,0.00025,-0.000125,0.000125,0,2.1971e-06,5.747e-06,2.3189e-05,2.8936e-05,2.5321e-05,0.0001118,0.00025,-0.000125,0.000125,0
40,recording1_0_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording1,0,0,0.17323,0.37124,0.47819,0.84943,0.61023,0.0001118,0.00025,-0.000125,0.000125,0,2.5617e-06,6.1959e-06,2.042e-05,2.6615e-05,2.4009e-05,0.0001118,0.00025,-0.000125,0.000125,0
41,recording1_45_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording1,45,0,0.12463,0.30451,0.42572,0.73023,0.56565,0.00010013,0.00025,-0.000125,0.000125,1.0417e-05,2.2389e-06,5.9502e-06,2.0265e-05,2.6215e-05,2.3675e-05,0.00010013,0.00025,-0.000125,0.000125,1.0417e-05
42,recording1_90_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording1,90,0,0.087771,0.20487,0.30475,0.50962,0.38485,0.00010013,0.00025,-0.000125,0.000125,1.0417e-05,1.9547e-06,5.6309e-06,1.6649e-05,2.228e-05,1.9713e-05,0.00010013,0.00025,-0.000125,0.000125,1.0417e-05
43,recording1_135_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording1,135,0,0.063525,0.15532,0.19336,0.34868,0.26649,7.3065e-05,0.0001875,-6.25e-05,0.000125,1.0417e-05,2.1515e-06,5.9549e-06,1.6221e-05,2.2175e-05,1.9543e-05,7.3065e-05,0.0001875,-6.25e-05,0.000125,1.0417e-05
44,recording1_180_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording1,180,0,0.093255,0.19307,0.1892,0.38227,0.26154,2.5516e-05,6.25e-05,0,6.25e-05,1.0417e-05,9.6722e-07,2.3893e-06,1.9544e-05,2.1934e-05,2.0479e-05,2.5516e-05,6.25e-05,0,6.25e-05,1.0417e-05
45,recording1_225_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording1,225,0,0.092385,0.21395,0.18719,0.40114,0.27938,5.5902e-05,0.000125,-6.25e-05,6.25e-05,0,1.4469e-06,3.3163e-06,1.8137e-05,2.1453e-05,1.9582e-05,5.5902e-05,0.000125,-6.25e-05,6.25e-05,0
46,recording1_270_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording1,270,0,0.13618,0.32562,0.28756,0.61318,0.4214,0.0001118,0.00025,-0.000125,0.000125,0,2.0082e-06,4.3972e-06,1.8127e-05,2.2524e-05,2.0468e-05,0.0001118,0.00025,-0.000125,0.000125,0
47,recording1_315_0.wav,s1,upstairs,wall,trial1,A2,1,90,recording1,315,0,0.1658,0.39323,0.40699,0.80022,0.57673,0.0001118,0.00025,-0.000125,0.000125,0,1.6984e-06,4.3107e-06,2.2712e-05,2.7022e-05,2.4148e-05,0.0001118,0.00025,-0.000125,0.000125,0
48,recording0_0_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording0,0,0,0.084428,0.18966,0.41748,0.60714,0.49802,6.455e-05,0.000125,-0.000125,0,-8.3333e-05,2.2779e-06,6.4477e-06,1.6914e-05,2.3361e-05,2.0109e-05,6.455e-05,0.000125,-0.000125,0,-8.3333e-05
49,recording0_45_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording0,45,0,0.067592,0.16839,0.28856,0.45694,0.37569,6.455e-05,0.000125,-0.000125,0,-8.3333e-05,1.7552e-06,4.8113e-06,1.5904e-05,2.0715e-05,1.8835e-05,6.455e-05,0.000125,-0.000125,0,-8.3333e-05
50,recording0_90_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording0,90,0,0.019582,0.057226,0.22337,0.28059,0.25997,6.145e-05,0.000125,-0.000125,0,-5.2083e-05,1.5265e-06,3.8548e-06,1.5918e-05,1.9773e-05,1.7742e-05,6.145e-05,0.000125,-0.000125,0,-5.2083e-05
51,recording0_135_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording0,135,0,0.019202,0.048441,0.21936,0.2678,0.2518,5.5902e-05,0.000125,-0.000125,0,-6.25e-05,2.4733e-06,5.9864e-06,1.4861e-05,2.0847e-05,1.8628e-05,5.5902e-05,0.000125,-0.000125,0,-6.25e-05
52,recording0_180_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording0,180,0,0.024816,0.06147,0.22666,0.28813,0.27077,5.5902e-05,0.000125,-0.000125,0,-6.25e-05,2.9436e-06,7.2571e-06,1.4629e-05,2.1886e-05,1.8346e-05,5.5902e-05,0.000125,-0.000125,0,-6.25e-05
53,recording0_225_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording0,225,0,0.084064,0.18213,0.21684,0.39897,0.28177,6.145e-05,0.000125,-0.000125,0,-7.2917e-05,2.6428e-06,6.3627e-06,1.5887e-05,2.225e-05,1.9127e-05,6.145e-05,0.000125,-0.000125,0,-7.2917e-05
54,recording0_270_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording0,270,0,0.099934,0.22413,0.25085,0.47498,0.3464,6.455e-05,0.000125,-0.000125,0,-8.3333e-05,1.733e-06,4.0512e-06,1.6838e-05,2.0889e-05,1.8253e-05,6.455e-05,0.000125,-0.000125,0,-8.3333e-05
55,recording0_315_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording0,315,0,0.087027,0.21253,0.35658,0.5691,0.43974,6.455e-05,0.000125,-0.000125,0,-8.3333e-05,1.548e-06,3.8188e-06,1.845e-05,2.2269e-05,2.0023e-05,6.455e-05,0.000125,-0.000125,0,-8.3333e-05
56,recording1_0_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording1,0,0,0.068435,0.15441,0.37996,0.53436,0.43905,6.455e-05,0.000125,-0.000125,0,-8.3333e-05,2.0807e-06,6.14e-06,1.6001e-05,2.2141e-05,1.9839e-05,6.455e-05,0.000125,-0.000125,0,-8.3333e-05
57,recording1_45_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording1,45,0,0.064351,0.16158,0.28324,0.44482,0.36398,6.455e-05,0.000125,-0.000125,0,-8.3333e-05,1.7672e-06,4.8439e-06,1.6633e-05,2.1477e-05,1.9262e-05,6.455e-05,0.000125,-0.000125,0,-8.3333e-05
58,recording1_90_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording1,90,0,0.030956,0.073827,0.22711,0.30094,0.26348,5.5902e-05,0.000125,-0.000125,0,-6.25e-05,2.1749e-06,4.8043e-06,1.5598e-05,2.0402e-05,1.8433e-05,5.5902e-05,0.000125,-0.000125,0,-6.25e-05
59,recording1_135_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording1,135,0,0.04002,0.09347,0.20655,0.30002,0.25679,6.455e-05,0.000125,-0.000125,0,-4.1667e-05,2.2054e-06,4.8343e-06,1.6177e-05,2.1011e-05,1.9086e-05,6.455e-05,0.000125,-0.000125,0,-4.1667e-05
60,recording1_180_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording1,180,0,0.052049,0.11987,0.22722,0.34709,0.27452,6.455e-05,0.000125,-0.000125,0,-4.1667e-05,2.9677e-06,6.7263e-06,1.6085e-05,2.2811e-05,2.0195e-05,6.455e-05,0.000125,-0.000125,0,-4.1667e-05
61,recording1_225_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording1,225,0,0.05568,0.13797,0.20189,0.33985,0.25752,5.5902e-05,0.000125,-0.000125,0,-6.25e-05,1.8328e-06,3.8642e-06,1.5857e-05,1.9721e-05,1.8183e-05,5.5902e-05,0.000125,-0.000125,0,-6.25e-05
62,recording1_270_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording1,270,0,0.074753,0.17289,0.25154,0.42443,0.32892,6.455e-05,0.000125,-0.000125,0,-8.3333e-05,1.1311e-06,2.776e-06,1.7406e-05,2.0182e-05,1.8651e-05,6.455e-05,0.000125,-0.000125,0,-8.3333e-05
63,recording1_315_0.wav,s1,upstairs,wall,trial1,B0,3,0,recording1,315,0,0.069386,0.1678,0.31472,0.48252,0.3893,6.455e-05,0.000125,-0.000125,0,-8.3333e-05,7.6269e-07,2.3637e-06,1.8115e-05,2.0479e-05,1.9465e-05,6.455e-05,0.000125,-0.000125,0,-8.3333e-05
64,recording0_0_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording0,0,0,0.082138,0.22085,0.22973,0.45058,0.36817,8.3073e-05,0.00025,-0.0001875,6.25e-05,-5.2083e-05,2.6236e-06,6.8522e-06,1.6452e-05,2.3304e-05,2.0863e-05,8.3073e-05,0.00025,-0.0001875,6.25e-05,-5.2083e-05
65,recording0_45_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording0,45,0,0.06434,0.17367,0.21287,0.38654,0.32597,5.1031e-05,0.000125,-6.25e-05,6.25e-05,-2.0833e-05,2.158e-06,4.968e-06,1.7005e-05,2.1973e-05,2.0033e-05,5.1031e-05,0.000125,-6.25e-05,6.25e-05,-2.0833e-05
66,recording0_90_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording0,90,0,0.051958,0.14839,0.15441,0.3028,0.23845,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05,1.7439e-06,4.294e-06,1.6584e-05,2.0878e-05,1.8939e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05
67,recording0_135_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording0,135,0,0.049261,0.12035,0.17719,0.29754,0.23382,9.6825e-05,0.00025,-0.000125,0.000125,0,2.5052e-06,6.2869e-06,1.4174e-05,2.0461e-05,1.7893e-05,9.6825e-05,0.00025,-0.000125,0.000125,0
68,recording0_180_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording0,180,0,0.038462,0.095728,0.22755,0.32327,0.26468,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05,2.145e-06,5.6629e-06,1.5151e-05,2.0814e-05,1.8993e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05
69,recording0_225_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording0,225,0,0.045585,0.10577,0.20477,0.31054,0.25315,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05,2.3836e-06,6.1e-06,1.5257e-05,2.1357e-05,1.8929e-05,6.455e-05,0.0001875,-0.000125,6.25e-05,-4.1667e-05
70,recording0_270_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording0,270,0,0.058135,0.13082,0.24695,0.37776,0.30393,5.1031e-05,0.000125,-6.25e-05,6.25e-05,-2.0833e-05,1.9252e-06,4.6702e-06,1.7269e-05,2.1939e-05,2.0081e-05,5.1031e-05,0.000125,-6.25e-05,6.25e-05,-2.0833e-05
71,recording0_315_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording0,315,0,0.077768,0.23295,0.21846,0.45141,0.35714,8.3073e-05,0.00025,-0.0001875,6.25e-05,-5.2083e-05,2.3825e-06,6.2077e-06,1.7351e-05,2.3558e-05,2.0647e-05,8.3073e-05,0.00025,-0.0001875,6.25e-05,-5.2083e-05
72,recording1_0_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording1,0,0,0.076861,0.21045,0.19632,0.40678,0.32685,5.1031e-05,0.000125,-6.25e-05,6.25e-05,-2.0833e-05,2.4393e-06,5.269e-06,1.7699e-05,2.2968e-05,2.0746e-05,5.1031e-05,0.000125,-6.25e-05,6.25e-05,-2.0833e-05
73,recording1_45_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording1,45,0,0.04878,0.12066,0.23645,0.35711,0.29152,5.1031e-05,0.000125,-6.25e-05,6.25e-05,-2.0833e-05,1.7624e-06,4.4093e-06,1.8767e-05,2.3177e-05,2.1356e-05,5.1031e-05,0.000125,-6.25e-05,6.25e-05,-2.0833e-05
74,recording1_90_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording1,90,0,0.051053,0.14784,0.16897,0.3168,0.24315,5.1031e-05,0.000125,-6.25e-05,6.25e-05,-2.0833e-05,1.3794e-06,3.2154e-06,1.7549e-05,2.0764e-05,1.9603e-05,5.1031e-05,0.000125,-6.25e-05,6.25e-05,-2.0833e-05
75,recording1_135_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording1,135,0,0.047237,0.1133,0.16965,0.28295,0.22187,9.1998e-05,0.00025,-0.000125,0.000125,-1.0417e-05,2.2721e-06,5.5581e-06,1.422e-05,1.9778e-05,1.7275e-05,9.1998e-05,0.00025,-0.000125,0.000125,-1.0417e-05
76,recording1_180_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording1,180,0,0.031028,0.066084,0.21488,0.28097,0.23685,5.1031e-05,0.000125,-0.000125,0,-4.1667e-05,2.0453e-06,5.817e-06,1.5597e-05,2.1414e-05,1.9229e-05,5.1031e-05,0.000125,-0.000125,0,-4.1667e-05
77,recording1_225_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording1,225,0,0.019508,0.049541,0.22106,0.2706,0.25165,3.2275e-05,6.25e-05,-6.25e-05,0,-2.0833e-05,1.8303e-06,4.3773e-06,1.7902e-05,2.2279e-05,2.0063e-05,3.2275e-05,6.25e-05,-6.25e-05,0,-2.0833e-05
78,recording1_270_0.wav,s1,upstairs,wall,trial1,B1,3,45,recording1,270,0,0.032605,0.085946,0.24459,0.33053,0.28277,3.2275e-05,6.25e-05,-6.25e-05,0,-2.0833e-05,1.4821e-06,3.3191e-06,1.9401e-05,2.272e-05,2.1272e-05,3.2275e-05,6.25e-05,-6.25e-05,0,-2.0833e-05
